ts,best_ask,best_bid,mid,spread_pct,vwap_ask5,vwap_bid5,vol_ask,vol_bid,imbalance,bcv
2026-08-14T00:04:16+00:00,888.0,960.0,924.0,-7.79221,889.089173,889.407479,14177.52,264635.1,0.8983,
2026-08-14T02:38:50+00:00,885.0,893.0,889.0,-0.89989,885.692152,884.441629,8546.74,400310.69,0.95819,
2026-08-14T04:27:31+00:00,883.0,893.0,888.0,-1.12613,884.737103,883.963399,3659.51,278395.96,0.97405,
2026-08-14T05:56:35+00:00,884.0,893.0,888.5,-1.01294,885.09181,884.570836,4149.13,92423.18,0.91407,
2026-08-14T07:22:30+00:00,884.88,893.0,888.94,-0.91345,885.139534,884.011574,3496.41,83810.16,0.9199,
2026-08-14T08:42:03+00:00,885.0,893.0,889.0,-0.89989,885.403635,888.31269,3212.99,44465.17,0.86522,
2026-08-14T09:43:27+00:00,885.0,893.0,889.0,-0.89989,885.495606,882.971179,2303.62,98169.56,0.95414,
2026-08-14T10:40:44+00:00,885.0,893.0,889.0,-0.89989,885.0,883.405339,4142.89,514704.4,0.98403,
2026-08-14T11:27:55+00:00,884.889,893.0,888.9445,-0.91243,884.998608,884.378838,3558.14,462697.06,0.98474,
2026-08-14T12:09:25+00:00,884.0,893.0,888.5,-1.01294,884.248711,890.208673,4003.43,610289.63,0.98697,
