ts,best_ask,best_bid,mid,spread_pct,vwap_ask5,vwap_bid5,vol_ask,vol_bid,imbalance,bcv
2026-08-23T01:24:28+00:00,910.0,920.0,915.0,-1.0929,915.623432,918.95008,6572.59,554764.45,0.97658,
2026-08-23T02:41:52+00:00,919.9,920.0,919.95,-0.01087,920.845323,919.696841,92577.75,637376.82,0.74635,
2026-08-23T03:36:03+00:00,919.8,920.001,919.9005,-0.02185,920.751748,919.752447,50691.33,1351368.88,0.92769,
2026-08-23T04:20:13+00:00,919.7,920.0,919.85,-0.03261,920.190273,919.380846,27798.48,1339505.18,0.95934,
2026-08-23T04:57:18+00:00,919.999,930.1,925.0495,-1.09194,921.038927,918.703757,55793.46,218771.31,0.59359,
2026-08-23T05:29:09+00:00,919.999,920.0,919.9995,-0.00011,920.450317,919.019433,43610.16,285807.51,0.73523,
2026-08-23T05:56:48+00:00,917.0,920.0,918.5,-0.32662,920.429594,919.155331,70462.74,327821.09,0.64617,
2026-08-23T06:38:45+00:00,919.87,920.0,919.935,-0.01413,920.37111,918.968987,48965.43,262294.62,0.68537,
2026-08-23T07:19:45+00:00,919.87,920.0,919.935,-0.01413,920.29595,918.860265,61495.94,208736.58,0.54487,
2026-08-23T07:51:46+00:00,918.7,920.0,919.35,-0.1414,920.326623,918.3712,62546.12,168287.87,0.45809,
2026-08-23T08:13:39+00:00,919.999,920.0,919.9995,-0.00011,920.496686,916.871559,82100.83,264375.9,0.52608,
2026-08-23T08:50:07+00:00,919.7,920.802,920.251,-0.11975,920.478693,920.643928,81646.11,281362.71,0.55017,
2026-08-23T09:13:39+00:00,919.7,920.0,919.85,-0.03261,920.478693,916.278615,65588.81,183113.19,0.47255,
2026-08-23T09:44:29+00:00,919.999,920.0,919.9995,-0.00011,920.562411,917.639669,82593.66,210293.73,0.436,
2026-08-23T10:01:49+00:00,919.999,920.0,919.9995,-0.00011,920.382666,917.64286,49412.4,188691.53,0.58495,
2026-08-23T10:33:19+00:00,919.998,920.0,919.999,-0.00022,920.28665,916.278615,66608.65,376460.75,0.69933,
2026-08-23T10:54:16+00:00,919.79,920.0,919.895,-0.02283,919.990378,916.278615,80253.81,409849.07,0.6725,
2026-08-23T11:13:58+00:00,919.6,920.0,919.8,-0.04349,919.988741,918.837138,98780.1,506802.72,0.67377,
2026-08-23T11:36:48+00:00,919.21,922.9,921.055,-0.40063,919.918717,919.594503,83832.15,328652.23,0.59353,
2026-08-23T11:54:48+00:00,919.97,920.0,919.985,-0.00326,919.990415,918.956228,96145.05,340617.64,0.55974,
2026-08-23T12:26:12+00:00,919.0,920.0,919.5,-0.10875,919.982299,918.980707,6380.51,361498.47,0.96531,
2026-08-23T13:10:26+00:00,920.0,920.0,920.0,0.0,920.285605,918.409805,14205.53,540933.5,0.94882,
2026-08-23T13:45:02+00:00,919.0,920.0,919.5,-0.10875,919.618619,918.717391,34664.99,557285.4,0.88288,
2026-08-23T14:03:04+00:00,919.0,920.0,919.5,-0.10875,919.958592,918.530838,2424.94,439410.79,0.98902,
2026-08-23T14:33:45+00:00,919.994,920.0,919.997,-0.00065,919.99451,918.873315,9618.08,499535.52,0.96222,
2026-08-23T14:55:08+00:00,917.0,920.0,918.5,-0.32662,919.052783,918.762949,7600.26,392897.73,0.96205,
2026-08-23T15:16:12+00:00,919.994,920.0,919.997,-0.00065,919.997249,918.735936,2560.65,391965.3,0.98702,
2026-08-23T15:41:01+00:00,919.0,920.0,919.5,-0.10875,919.749059,918.763582,4267.31,535932.2,0.9842,
2026-08-23T15:57:39+00:00,919.5,920.0,919.75,-0.05436,919.753997,918.972118,12069.02,657555.2,0.96395,
2026-08-23T16:27:00+00:00,919.0,920.0,919.5,-0.10875,919.628266,919.50335,3658.56,797458.35,0.99087,
2026-08-23T16:51:51+00:00,918.0,921.0,919.5,-0.32626,919.157881,919.390924,4418.96,728571.08,0.98794,
2026-08-23T17:09:48+00:00,918.62,921.0,919.81,-0.25875,919.618124,919.496177,2836.3,707907.36,0.99202,
2026-08-23T17:33:29+00:00,918.62,921.0,919.81,-0.25875,919.306421,919.610224,4439.76,695345.3,0.98731,
2026-08-23T17:51:56+00:00,918.4,921.0,919.7,-0.2827,919.059855,919.660468,1788.61,649554.8,0.99451,
2026-08-23T18:09:15+00:00,919.13,930.0,924.565,-1.17569,919.833261,919.904489,1030.12,662613.38,0.9969,
2026-08-23T18:46:37+00:00,918.0,930.0,924.0,-1.2987,919.55444,920.325267,2468.76,543231.7,0.99095,
2026-08-23T19:10:09+00:00,919.0,930.0,924.5,-1.18983,919.38498,920.347137,2890.2,383216.26,0.98503,
2026-08-23T19:33:19+00:00,918.0,930.0,924.0,-1.2987,919.192442,920.314117,4398.15,469638.84,0.98144,
