ts,best_ask,best_bid,mid,spread_pct,vwap_ask5,vwap_bid5,vol_ask,vol_bid,imbalance,bcv
2026-08-09T00:34:47+00:00,860.0,863.11,861.555,-0.36098,861.969893,863.102101,26734.16,345825.7,0.85648,
2026-08-09T02:37:44+00:00,863.99,930.0,896.995,-7.35902,863.998826,864.756144,16997.66,403162.67,0.91909,
2026-08-09T04:04:00+00:00,863.0,883.0,873.0,-2.29095,863.98167,866.971889,72560.48,380627.41,0.67978,
2026-08-09T05:14:46+00:00,864.4,865.0,864.7,-0.06939,864.904177,864.176493,112565.55,237795.13,0.35743,
2026-08-09T06:00:07+00:00,864.0,863.3,863.65,0.08105,864.290783,863.149077,100457.2,143847.72,0.17761,
2026-08-09T07:08:06+00:00,864.0,863.3,863.65,0.08105,864.292275,863.120396,49596.37,230760.83,0.64619,
2026-08-09T07:59:13+00:00,864.0,886.81,875.405,-2.60565,864.187979,864.735502,37297.1,224947.74,0.71556,
2026-08-09T08:50:50+00:00,864.0,886.81,875.405,-2.60565,864.187981,865.49328,71108.75,243735.62,0.54829,
2026-08-09T09:25:28+00:00,859.8,886.81,873.305,-3.09285,864.058319,865.205563,78652.65,240736.35,0.50748,
2026-08-09T10:04:23+00:00,863.999,886.81,875.4045,-2.60577,864.099635,864.564262,74563.74,267275.01,0.56375,
2026-08-09T10:47:47+00:00,863.999,863.7,863.8495,0.03461,864.079224,863.547041,61574.02,356537.48,0.70547,
2026-08-09T11:15:20+00:00,863.999,863.3,863.6495,0.08094,863.999802,863.218874,74259.01,285359.05,0.58701,
2026-08-09T11:47:37+00:00,862.5,866.0,864.25,-0.40498,863.990398,864.55027,58420.04,429735.32,0.76065,
2026-08-09T12:18:01+00:00,863.81,865.016,864.413,-0.13952,863.961623,864.97195,104479.67,432386.2,0.61078,
2026-08-09T13:24:24+00:00,862.908,865.1,864.004,-0.2537,862.926044,864.759902,17657.42,485422.94,0.9298,
2026-08-09T14:05:10+00:00,862.0,865.0,863.5,-0.34742,863.065127,864.001845,18108.33,615075.3,0.9428,
2026-08-09T14:48:05+00:00,861.666,865.0,863.333,-0.38618,862.939056,864.443117,4500.39,575876.96,0.98449,
2026-08-09T15:16:06+00:00,863.0,865.001,864.0005,-0.2316,863.204338,864.80267,4777.82,600020.78,0.9842,
2026-08-09T15:50:04+00:00,862.0,865.0,863.5,-0.34742,862.547717,864.788198,7288.41,586244.2,0.97544,
2026-08-09T16:16:50+00:00,860.0,866.0,863.0,-0.69525,862.676157,865.454439,5077.95,555104.97,0.98187,
2026-08-09T16:58:55+00:00,859.0,865.0,862.0,-0.69606,862.029605,864.414031,16035.95,709639.06,0.9558,
2026-08-09T17:35:23+00:00,863.2,866.0,864.6,-0.32385,863.832362,865.098252,6693.91,598361.93,0.97787,
2026-08-09T18:02:34+00:00,863.8,865.8,864.8,-0.23127,863.968414,865.498245,8048.82,694725.01,0.97709,
2026-08-09T18:54:44+00:00,863.899,866.21,865.0545,-0.26715,863.970821,866.163726,4238.41,549198.11,0.98468,
2026-08-09T19:27:19+00:00,863.0,866.5,864.75,-0.40474,863.874047,866.261173,17618.17,543204.24,0.93717,
2026-08-09T19:58:02+00:00,862.0,866.1,864.05,-0.47451,862.606897,865.972175,21024.05,380319.4,0.89523,
2026-08-09T20:35:29+00:00,863.0,940.0,901.5,-8.54132,863.799076,865.855477,19042.54,444929.99,0.91792,
