ts,best_ask,best_bid,mid,spread_pct,vwap_ask5,vwap_bid5,vol_ask,vol_bid,imbalance,bcv
2026-08-17T01:39:58+00:00,870.0,876.0,873.0,-0.68729,871.445559,869.908731,198140.01,294714.92,0.19595,
2026-08-17T02:46:31+00:00,870.0,876.0,873.0,-0.68729,870.931476,870.120749,170126.02,179146.71,0.02583,
2026-08-17T03:35:46+00:00,870.999,876.0,873.4995,-0.57252,871.385187,869.962696,109857.53,135137.34,0.10319,
2026-08-17T04:23:26+00:00,870.0,880.0,875.0,-1.14286,871.622843,868.776744,134949.88,194779.16,0.18145,
2026-08-17T05:05:11+00:00,870.0,876.0,873.0,-0.68729,870.955437,868.552621,160947.35,128459.12,-0.11226,
2026-08-17T05:46:40+00:00,871.0,876.0,873.5,-0.57241,871.222123,868.42293,98435.56,146022.67,0.19466,
